id,data_sbarco,nome_porto,latitudine,longitudine,nome_specie,quantita
192,2019-01-03T15:30:00.000Z,ANZIO,41.45,12.616667,Suacia,7.7
193,2019-01-03T15:30:00.000Z,ANZIO,41.45,12.616667,Pesce prete,1.0
194,2019-01-03T15:30:00.000Z,ANZIO,41.45,12.616667,Capone lira,0.8
195,2019-01-03T15:30:00.000Z,ANZIO,41.45,12.616667,Razza stellata,0.8
196,2019-01-03T15:30:00.000Z,ANZIO,41.45,12.616667,Polpo di scoglio ,2.8
197,2019-01-11T15:30:00.000Z,ANZIO,41.45,12.616667,Cuore,5.9
198,2019-01-11T15:30:00.000Z,ANZIO,41.45,12.616667,Murice ,3.8
199,2019-01-11T15:30:00.000Z,ANZIO,41.45,12.616667,Seppia comune,13.2
200,2019-01-11T15:30:00.000Z,ANZIO,41.45,12.616667,Scorfano rosso,0.4
201,2019-01-11T15:30:00.000Z,ANZIO,41.45,12.616667,Sogliola,2.9
202,2019-01-11T15:30:00.000Z,ANZIO,41.45,12.616667,Mazzancolla ,0.4
203,2019-01-11T15:30:00.000Z,ANZIO,41.45,12.616667,Suacia,7.5
204,2019-01-11T15:30:00.000Z,ANZIO,41.45,12.616667,Trachinus spp,2.6
205,2019-01-11T15:30:00.000Z,ANZIO,41.45,12.616667,Rombo liscio,0.9
206,2019-01-11T15:30:00.000Z,ANZIO,41.45,12.616667,Polpo di scoglio ,6.5
207,2019-01-17T10:35:00.000Z,MARGHERITA DI SAVOIA,41.366665000000005,16.133333,Cuore,50.0
208,2019-01-18T09:30:00.000Z,MARGHERITA DI SAVOIA,41.366665000000005,16.133333,Cuore,100.0
209,2019-01-18T15:30:00.000Z,ANZIO,41.45,12.616667,Cuore,4.8
210,2019-01-18T15:30:00.000Z,ANZIO,41.45,12.616667,Murice ,7.3
211,2019-01-18T15:30:00.000Z,ANZIO,41.45,12.616667,Seppia comune,10.2
212,2019-01-18T15:30:00.000Z,ANZIO,41.45,12.616667,Sogliola,3.5
213,2019-01-18T15:30:00.000Z,ANZIO,41.45,12.616667,Mazzancolla ,3.3
214,2019-01-18T15:30:00.000Z,ANZIO,41.45,12.616667,Suacia,4.8
215,2019-01-18T15:30:00.000Z,ANZIO,41.45,12.616667,Pesce prete,0.3
216,2019-01-18T15:30:00.000Z,ANZIO,41.45,12.616667,Capone lira,0.2
217,2019-01-18T15:30:00.000Z,ANZIO,41.45,12.616667,Razza stellata,0.2
218,2019-01-18T15:30:00.000Z,ANZIO,41.45,12.616667,Polpo di scoglio ,3.0
219,2019-01-17T09:05:00.000Z,MARGHERITA DI SAVOIA,41.366665000000005,16.133333,Cuore,70.0
220,2019-01-04T15:30:00.000Z,ANZIO,41.45,12.616667,Cuore,9.8
221,2019-01-04T15:30:00.000Z,ANZIO,41.45,12.616667,Seppia comune,12.2
222,2019-01-04T15:30:00.000Z,ANZIO,41.45,12.616667,Sogliola,2.5
223,2019-01-04T15:30:00.000Z,ANZIO,41.45,12.616667,Suacia,7.8
224,2019-01-04T15:30:00.000Z,ANZIO,41.45,12.616667,Trachinus spp,6.3
225,2019-01-04T15:30:00.000Z,ANZIO,41.45,12.616667,Rombo liscio,0.8
226,2019-01-04T15:30:00.000Z,ANZIO,41.45,12.616667,Razza stellata,1.1
227,2019-01-04T15:30:00.000Z,ANZIO,41.45,12.616667,Polpo di scoglio ,2.5
228,2019-01-15T15:30:00.000Z,ANZIO,41.45,12.616667,Cuore,12.3
229,2019-01-15T15:30:00.000Z,ANZIO,41.45,12.616667,Murice ,8.1
230,2019-01-15T15:30:00.000Z,ANZIO,41.45,12.616667,Seppia comune,9.3
231,2019-01-15T15:30:00.000Z,ANZIO,41.45,12.616667,Sogliola,10.6
232,2019-01-15T15:30:00.000Z,ANZIO,41.45,12.616667,Mazzancolla ,2.8
233,2019-01-15T15:30:00.000Z,ANZIO,41.45,12.616667,Suacia,6.4
234,2019-01-15T15:30:00.000Z,ANZIO,41.45,12.616667,Polpo di scoglio ,2.9
235,2019-01-10T15:30:00.000Z,ANZIO,41.45,12.616667,Cuore,5.1
236,2019-01-10T15:30:00.000Z,ANZIO,41.45,12.616667,Murice ,15.2
237,2019-01-10T15:30:00.000Z,ANZIO,41.45,12.616667,Seppia comune,17.6
238,2019-01-10T15:30:00.000Z,ANZIO,41.45,12.616667,Sogliola,8.4
239,2019-01-10T15:30:00.000Z,ANZIO,41.45,12.616667,Mazzancolla ,5.7
240,2019-01-10T15:30:00.000Z,ANZIO,41.45,12.616667,Suacia,8.6
241,2019-01-10T15:30:00.000Z,ANZIO,41.45,12.616667,Rombo liscio,0.6
